match_id,bowling_team,bowler,overs,maidens,runs,wickets,economy,0s,4s,6s,no_of_wides,no_of_no_balls,match
1426263,Royal Challengers Bengaluru,GJ Maxwell,1.0,0,17,0,17.0,0,2,1,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426263,Royal Challengers Bengaluru,Mohammed Siraj,3.0,0,37,0,12.33,7,2,4,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426263,Royal Challengers Bengaluru,RJW Topley,3.0,0,34,0,11.33,8,6,1,1,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426263,Royal Challengers Bengaluru,Vijaykumar Vyshak,3.0,0,32,1,10.67,6,3,2,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426263,Royal Challengers Bengaluru,WG Jacks,2.0,0,24,1,12.0,2,3,1,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426264,Delhi Capitals,AR Patel,4.0,0,26,0,6.5,6,2,0,0,0,Delhi Capitals vs Lucknow Super Giants
1426264,Delhi Capitals,I Sharma,4.0,0,36,1,9.0,6,4,0,4,0,Delhi Capitals vs Lucknow Super Giants
1426264,Delhi Capitals,KK Ahmed,4.0,0,41,2,10.25,10,5,2,1,0,Delhi Capitals vs Lucknow Super Giants
1426264,Delhi Capitals,Kuldeep Yadav,4.0,0,20,3,5.0,10,0,0,1,0,Delhi Capitals vs Lucknow Super Giants
1426264,Delhi Capitals,Mukesh Kumar,4.0,0,41,1,10.25,5,6,0,1,0,Delhi Capitals vs Lucknow Super Giants
1426264,Lucknow Super Giants,Arshad Khan,3.1,0,34,0,10.74,7,4,2,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426264,Lucknow Super Giants,KH Pandya,3.0,0,45,0,15.0,3,2,3,3,0,Lucknow Super Giants vs Lucknow Super Giants
1426264,Lucknow Super Giants,MP Stoinis,1.0,0,10,0,10.0,2,2,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426264,Lucknow Super Giants,Naveen-ul-Haq,3.0,0,24,1,8.0,5,3,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426264,Lucknow Super Giants,Ravi Bishnoi,4.0,0,25,2,6.25,12,2,1,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426264,Lucknow Super Giants,Yash Thakur,4.0,0,31,1,7.75,11,1,2,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426265,Punjab Kings,Arshdeep Singh,3.5,0,45,1,11.74,8,3,3,1,0,Punjab Kings vs Rajasthan Royals
1426265,Punjab Kings,HV Patel,2.0,0,21,1,10.5,1,1,1,0,0,Punjab Kings vs Rajasthan Royals
1426265,Punjab Kings,Harpreet Brar,3.0,0,22,0,7.33,2,1,0,0,0,Punjab Kings vs Rajasthan Royals
1426265,Punjab Kings,K Rabada,4.0,0,18,2,4.5,14,2,0,0,0,Punjab Kings vs Rajasthan Royals
1426265,Punjab Kings,LS Livingstone,3.0,0,21,1,7.0,9,2,1,1,0,Punjab Kings vs Rajasthan Royals
1426265,Punjab Kings,SM Curran,4.0,0,25,2,6.25,9,3,0,1,0,Punjab Kings vs Rajasthan Royals
1426265,Rajasthan Royals,Avesh Khan,4.0,0,34,2,8.5,7,2,2,0,0,Rajasthan Royals vs Rajasthan Royals
1426265,Rajasthan Royals,KA Maharaj,4.0,0,23,2,5.75,8,2,0,0,0,Rajasthan Royals vs Rajasthan Royals
1426265,Rajasthan Royals,KR Sen,4.0,0,35,1,8.75,9,3,2,0,0,Rajasthan Royals vs Rajasthan Royals
1426265,Rajasthan Royals,TA Boult,4.0,0,22,1,5.5,11,2,0,2,0,Rajasthan Royals vs Rajasthan Royals
1426265,Rajasthan Royals,YS Chahal,4.1,0,31,1,7.44,5,0,2,2,0,Rajasthan Royals vs Rajasthan Royals
1426266,Kolkata Knight Riders,AD Russell,1.0,0,16,1,16.0,2,2,1,0,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Kolkata Knight Riders,CV Varun,4.0,0,30,1,7.5,9,1,2,2,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Kolkata Knight Riders,Harshit Rana,4.0,0,35,0,8.75,9,4,1,2,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Kolkata Knight Riders,MA Starc,4.0,0,28,3,7.0,12,5,0,1,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Kolkata Knight Riders,SP Narine,4.0,0,17,1,4.25,7,0,0,0,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Kolkata Knight Riders,VG Arora,3.1,0,34,1,10.74,6,1,3,1,0,Kolkata Knight Riders vs Lucknow Super Giants
1426266,Lucknow Super Giants,Arshad Khan (2),2.0,0,24,0,12.0,4,5,0,1,0,Lucknow Super Giants vs Lucknow Super Giants
1426266,Lucknow Super Giants,KH Pandya,1.0,0,14,0,14.0,1,3,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426266,Lucknow Super Giants,Mohsin Khan,4.0,0,29,2,7.25,12,2,2,1,0,Lucknow Super Giants vs Lucknow Super Giants
1426266,Lucknow Super Giants,Ravi Bishnoi,2.4,0,17,0,6.38,6,2,0,2,0,Lucknow Super Giants vs Lucknow Super Giants
1426266,Lucknow Super Giants,S Joseph,4.3,0,47,0,10.44,9,4,2,3,0,Lucknow Super Giants vs Lucknow Super Giants
1426266,Lucknow Super Giants,Yash Thakur,2.0,0,25,0,12.5,3,5,0,1,0,Lucknow Super Giants vs Lucknow Super Giants
1426267,Chennai Super Kings,M Pathirana,4.0,0,28,4,7.0,10,4,0,1,0,Chennai Super Kings vs Mumbai Indians
1426267,Chennai Super Kings,Mustafizur Rahman,4.0,0,55,1,13.75,5,4,4,3,0,Chennai Super Kings vs Mumbai Indians
1426267,Chennai Super Kings,RA Jadeja,4.0,0,37,0,9.25,8,5,1,0,0,Chennai Super Kings vs Mumbai Indians
1426267,Chennai Super Kings,SN Thakur,4.0,0,35,0,8.75,9,3,2,0,0,Chennai Super Kings vs Mumbai Indians
1426267,Chennai Super Kings,TU Deshpande,4.0,0,29,1,7.25,9,3,1,0,0,Chennai Super Kings vs Mumbai Indians
1426267,Mumbai Indians,Akash Madhwal,3.0,0,37,0,12.33,4,4,2,0,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,G Coetzee,4.0,0,35,1,8.75,11,4,2,1,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,HH Pandya,3.0,0,43,2,14.33,6,4,3,2,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,JJ Bumrah,4.0,0,27,0,6.75,8,2,0,2,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,Mohammad Nabi,3.0,0,19,0,6.33,7,1,1,0,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,R Shepherd,2.0,0,33,0,16.5,1,4,2,0,0,Mumbai Indians vs Mumbai Indians
1426267,Mumbai Indians,S Gopal,1.0,0,9,1,9.0,2,0,1,0,0,Mumbai Indians vs Mumbai Indians
1426268,Royal Challengers Bengaluru,LH Ferguson,4.0,0,52,2,13.0,6,2,6,0,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Royal Challengers Bengaluru,MK Lomror,1.0,0,18,0,18.0,1,0,2,3,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Royal Challengers Bengaluru,RJW Topley,4.0,0,68,1,17.0,3,6,5,2,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Royal Challengers Bengaluru,Vijaykumar Vyshak,4.0,0,64,0,16.0,2,6,4,2,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Royal Challengers Bengaluru,WG Jacks,3.0,0,32,0,10.67,5,2,2,1,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Royal Challengers Bengaluru,Yash Dayal,4.1,0,51,0,12.24,5,3,3,3,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,Abhishek Sharma,1.0,0,10,0,10.0,2,2,0,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,B Kumar,4.0,0,60,0,15.0,5,9,2,4,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,JD Unadkat,2.0,0,37,0,18.5,1,5,2,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,M Markande,4.0,0,46,2,11.5,5,1,4,3,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,PJ Cummins,4.0,0,43,3,10.75,10,4,3,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,Shahbaz Ahmed,1.0,0,18,0,18.0,1,1,2,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426268,Sunrisers Hyderabad,T Natarajan,4.0,0,47,1,11.75,5,2,3,4,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426269,Kolkata Knight Riders,AD Russell,1.0,0,17,0,17.0,0,0,2,0,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Kolkata Knight Riders,CV Varun,4.0,0,36,2,9.0,11,5,1,1,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Kolkata Knight Riders,Harshit Rana,4.0,0,45,2,11.25,6,3,3,1,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Kolkata Knight Riders,MA Starc,4.0,0,50,0,12.5,7,6,1,5,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Kolkata Knight Riders,SP Narine,4.0,0,30,2,7.5,11,1,2,2,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Kolkata Knight Riders,VG Arora,3.1,0,45,1,14.21,4,5,3,0,0,Kolkata Knight Riders vs Rajasthan Royals
1426269,Rajasthan Royals,Avesh Khan,4.0,0,35,2,8.75,9,5,1,1,0,Rajasthan Royals vs Rajasthan Royals
1426269,Rajasthan Royals,KR Sen,4.0,0,46,2,11.5,7,6,2,2,0,Rajasthan Royals vs Rajasthan Royals
1426269,Rajasthan Royals,R Ashwin,4.0,0,49,0,12.25,8,4,2,5,0,Rajasthan Royals vs Rajasthan Royals
1426269,Rajasthan Royals,TA Boult,4.0,0,31,1,7.75,11,5,0,0,0,Rajasthan Royals vs Rajasthan Royals
1426269,Rajasthan Royals,YS Chahal,4.0,0,54,1,13.5,4,4,4,1,0,Rajasthan Royals vs Rajasthan Royals
1426270,Delhi Capitals,AR Patel,4.0,0,17,1,4.25,13,1,0,1,0,Delhi Capitals vs Gujarat Titans
1426270,Delhi Capitals,I Sharma,2.0,0,8,2,4.0,9,1,0,1,0,Delhi Capitals vs Gujarat Titans
1426270,Delhi Capitals,KK Ahmed,4.0,1,18,1,4.5,14,3,0,1,0,Delhi Capitals vs Gujarat Titans
1426270,Delhi Capitals,Kuldeep Yadav,4.0,0,16,0,4.0,12,0,1,0,0,Delhi Capitals vs Gujarat Titans
1426270,Delhi Capitals,Mukesh Kumar,2.5,0,14,3,4.94,8,1,0,1,0,Delhi Capitals vs Gujarat Titans
1426270,Delhi Capitals,T Stubbs,1.0,0,11,2,11.0,3,2,0,1,0,Delhi Capitals vs Gujarat Titans
1426270,Gujarat Titans,Noor Ahmad,1.5,0,14,0,7.64,5,3,0,0,0,Gujarat Titans vs Gujarat Titans
1426270,Gujarat Titans,Rashid Khan,2.0,0,12,1,6.0,6,0,1,0,0,Gujarat Titans vs Gujarat Titans
1426270,Gujarat Titans,S Sandeep Warrier,3.0,0,40,2,13.33,6,3,4,0,0,Gujarat Titans vs Gujarat Titans
1426270,Gujarat Titans,SH Johnson,2.0,0,22,1,11.0,6,3,1,2,0,Gujarat Titans vs Gujarat Titans
1426271,Mumbai Indians,Akash Madhwal,3.2,0,46,1,13.8,5,2,4,4,0,Mumbai Indians vs Punjab Kings
1426271,Mumbai Indians,G Coetzee,4.0,0,32,3,8.0,11,5,0,2,0,Mumbai Indians vs Punjab Kings
1426271,Mumbai Indians,HH Pandya,4.0,0,33,1,8.25,9,1,2,3,0,Mumbai Indians vs Punjab Kings
1426271,Mumbai Indians,JJ Bumrah,4.1,0,21,3,5.04,13,1,1,1,0,Mumbai Indians vs Punjab Kings
1426271,Mumbai Indians,R Shepherd,2.0,0,20,0,10.0,5,1,2,0,0,Mumbai Indians vs Punjab Kings
1426271,Mumbai Indians,S Gopal,2.0,0,26,1,13.0,1,0,3,0,0,Mumbai Indians vs Punjab Kings
1426271,Punjab Kings,Arshdeep Singh,3.0,0,35,0,11.67,4,5,1,1,0,Punjab Kings vs Punjab Kings
1426271,Punjab Kings,HV Patel,4.0,0,31,3,7.75,8,1,2,2,0,Punjab Kings vs Punjab Kings
1426271,Punjab Kings,Harpreet Brar,3.0,0,21,0,7.0,3,1,0,0,0,Punjab Kings vs Punjab Kings
1426271,Punjab Kings,K Rabada,4.0,0,42,1,10.5,6,3,3,0,0,Punjab Kings vs Punjab Kings
1426271,Punjab Kings,LS Livingstone,2.0,0,16,0,8.0,4,1,1,0,0,Punjab Kings vs Punjab Kings
1426271,Punjab Kings,SM Curran,4.0,0,41,2,10.25,9,3,3,2,0,Punjab Kings vs Punjab Kings
1426272,Chennai Super Kings,DL Chahar,3.0,0,26,0,8.67,8,2,2,0,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Chennai Super Kings,M Pathirana,4.0,0,29,1,7.25,7,0,2,2,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Chennai Super Kings,MM Ali,1.0,0,5,0,5.0,2,0,0,0,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Chennai Super Kings,Mustafizur Rahman,4.0,0,43,1,10.75,5,7,0,2,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Chennai Super Kings,RA Jadeja,3.0,0,32,0,10.67,1,4,0,1,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Chennai Super Kings,TU Deshpande,4.1,0,42,0,10.08,8,5,1,4,0,Chennai Super Kings vs Lucknow Super Giants
1426272,Lucknow Super Giants,KH Pandya,3.0,0,16,2,5.33,6,1,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426272,Lucknow Super Giants,MJ Henry,3.0,0,26,0,8.67,6,2,1,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426272,Lucknow Super Giants,MP Stoinis,2.0,0,7,1,3.5,6,0,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426272,Lucknow Super Giants,Mohsin Khan,4.0,0,37,1,9.25,7,2,2,3,0,Lucknow Super Giants vs Lucknow Super Giants
1426272,Lucknow Super Giants,Ravi Bishnoi,4.0,0,44,1,11.0,6,3,3,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426272,Lucknow Super Giants,Yash Thakur,4.0,0,45,1,11.25,5,6,1,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426273,Delhi Capitals,A Nortje,3.0,0,31,0,10.33,6,4,1,1,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Delhi Capitals,AR Patel,4.0,0,29,1,7.25,4,1,1,0,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Delhi Capitals,KK Ahmed,3.0,0,51,0,17.0,3,4,5,0,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Delhi Capitals,Kuldeep Yadav,4.0,0,55,4,13.75,8,0,7,2,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Delhi Capitals,Lalit Yadav,2.0,0,41,0,20.5,1,2,5,0,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Delhi Capitals,Mukesh Kumar,4.0,0,57,1,14.25,4,7,3,0,0,Delhi Capitals vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,B Kumar,4.0,0,33,1,8.25,9,5,0,3,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,M Markande,2.0,0,26,2,13.0,3,0,3,2,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,Nithish Kumar Reddy,2.1,1,17,2,7.85,3,0,1,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,PJ Cummins,4.0,0,35,0,8.75,9,5,1,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,Shahbaz Ahmed,1.0,0,22,0,22.0,0,3,1,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,T Natarajan,4.0,1,19,4,4.75,14,2,0,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426273,Sunrisers Hyderabad,Washington Sundar,2.0,0,46,1,23.0,2,7,3,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426274,Kolkata Knight Riders,AD Russell,3.0,0,25,3,8.33,8,3,1,1,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Kolkata Knight Riders,CV Varun,4.0,0,36,1,9.0,11,5,1,0,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Kolkata Knight Riders,Harshit Rana,4.0,0,33,2,8.25,9,2,2,1,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Kolkata Knight Riders,MA Starc,3.0,0,55,1,18.33,5,2,7,1,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Kolkata Knight Riders,SP Narine,4.0,0,34,2,8.5,9,2,3,0,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Kolkata Knight Riders,Suyash Sharma,2.0,0,33,0,16.5,2,2,3,1,0,Kolkata Knight Riders vs Royal Challengers Bengaluru
1426274,Royal Challengers Bengaluru,C Green,4.0,0,35,2,8.75,8,6,0,2,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426274,Royal Challengers Bengaluru,KV Sharma,4.0,0,33,0,8.25,6,3,1,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426274,Royal Challengers Bengaluru,LH Ferguson,4.1,0,47,1,11.28,3,5,2,0,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426274,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,40,1,10.0,9,4,3,2,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426274,Royal Challengers Bengaluru,Yash Dayal,4.1,0,55,2,13.2,6,9,1,3,0,Royal Challengers Bengaluru vs Royal Challengers Bengaluru
1426275,Gujarat Titans,Azmatullah Omarzai,2.0,0,13,0,6.5,7,1,1,0,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,M Shahrukh Khan,1.0,0,7,0,7.0,1,0,0,0,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,MM Sharma,4.0,0,32,2,8.0,9,4,1,1,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,Noor Ahmad,4.0,0,20,2,5.0,10,2,0,0,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,R Sai Kishore,4.0,0,33,4,8.25,11,2,2,1,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,Rashid Khan,4.0,0,15,1,3.75,11,0,0,0,0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,S Sandeep Warrier,1.1,0,21,0,18.0,2,3,1,0,0,Gujarat Titans vs Punjab Kings
1426275,Punjab Kings,Arshdeep Singh,2.1,0,17,1,7.85,3,2,0,0,0,Punjab Kings vs Punjab Kings
1426275,Punjab Kings,HV Patel,3.0,0,15,3,5.0,8,1,0,0,0,Punjab Kings vs Punjab Kings
1426275,Punjab Kings,Harpreet Brar,4.0,0,35,0,8.75,7,3,1,0,0,Punjab Kings vs Punjab Kings
1426275,Punjab Kings,K Rabada,4.0,0,40,0,10.0,8,6,1,0,0,Punjab Kings vs Punjab Kings
1426275,Punjab Kings,LS Livingstone,4.0,0,19,2,4.75,8,1,0,1,0,Punjab Kings vs Punjab Kings
1426275,Punjab Kings,SM Curran,2.0,0,18,1,9.0,4,3,0,0,0,Punjab Kings vs Punjab Kings
1426276,Mumbai Indians,G Coetzee,2.0,0,25,0,12.5,7,2,2,3,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,HH Pandya,2.0,0,21,0,10.5,3,2,1,0,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,JJ Bumrah,4.1,0,37,0,8.88,10,5,1,1,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,Mohammad Nabi,3.0,0,30,0,10.0,5,1,3,0,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,N Thushara,3.0,0,28,0,9.33,2,4,0,0,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,PP Chawla,4.0,0,33,1,8.25,8,2,2,0,0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,Tilak Varma,0.4,0,8,0,12.0,0,1,0,0,0,Mumbai Indians vs Rajasthan Royals
1426276,Rajasthan Royals,Avesh Khan,4.0,0,49,1,12.25,7,4,3,3,0,Rajasthan Royals vs Rajasthan Royals
1426276,Rajasthan Royals,R Ashwin,4.0,0,31,0,7.75,4,1,1,1,0,Rajasthan Royals vs Rajasthan Royals
1426276,Rajasthan Royals,Sandeep Sharma,4.0,0,18,5,4.5,13,2,0,0,0,Rajasthan Royals vs Rajasthan Royals
1426276,Rajasthan Royals,TA Boult,4.0,0,32,2,8.0,9,3,1,3,0,Rajasthan Royals vs Rajasthan Royals
1426276,Rajasthan Royals,YS Chahal,4.0,0,48,1,12.0,6,4,3,1,0,Rajasthan Royals vs Rajasthan Royals
1426277,Chennai Super Kings,DL Chahar,2.0,0,11,1,5.5,7,2,0,0,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,M Pathirana,4.0,0,35,2,8.75,7,5,0,2,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,MM Ali,2.0,0,21,0,10.5,1,1,1,0,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,Mustafizur Rahman,3.4,0,51,1,13.91,8,5,4,0,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,RA Jadeja,2.1,0,16,0,7.38,2,0,1,0,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,SN Thakur,3.0,0,42,0,14.0,0,4,2,1,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,TU Deshpande,3.1,0,34,0,10.74,5,2,2,0,0,Chennai Super Kings vs Lucknow Super Giants
1426277,Lucknow Super Giants,KH Pandya,2.0,0,15,0,7.5,2,2,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426277,Lucknow Super Giants,MJ Henry,4.0,0,28,1,7.0,9,3,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426277,Lucknow Super Giants,MP Stoinis,4.0,0,49,0,12.25,4,3,3,1,0,Lucknow Super Giants vs Lucknow Super Giants
1426277,Lucknow Super Giants,Mohsin Khan,4.0,0,50,1,12.5,6,5,3,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426277,Lucknow Super Giants,Ravi Bishnoi,2.0,0,19,0,9.5,2,3,0,0,0,Lucknow Super Giants vs Lucknow Super Giants
1426277,Lucknow Super Giants,Yash Thakur,4.0,0,47,1,11.75,9,3,4,1,0,Lucknow Super Giants vs Lucknow Super Giants
1426278,Delhi Capitals,A Nortje,3.0,0,48,1,16.0,6,5,4,0,0,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,AR Patel,3.0,0,28,1,9.33,4,2,1,0,0,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,KK Ahmed,2.0,0,26,0,13.0,2,3,1,1,0,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,Kuldeep Yadav,4.0,0,29,2,7.25,5,2,0,1,0,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,Mukesh Kumar,4.1,0,41,1,9.84,6,6,1,0,0,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,Rasikh Salam,4.0,0,44,3,11.0,8,4,3,1,0,Delhi Capitals vs Gujarat Titans
1426278,Gujarat Titans,Azmatullah Omarzai,4.0,0,33,0,8.25,10,5,1,0,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,M Shahrukh Khan,1.0,0,8,0,8.0,2,0,1,0,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,MM Sharma,4.0,0,73,0,18.25,2,4,7,1,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,Noor Ahmad,3.0,0,36,1,12.0,4,2,3,1,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,R Sai Kishore,1.0,0,22,0,22.0,0,2,2,0,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,Rashid Khan,4.0,0,35,0,8.75,8,4,1,0,0,Gujarat Titans vs Gujarat Titans
1426278,Gujarat Titans,S Sandeep Warrier,3.0,0,15,3,5.0,12,1,1,1,0,Gujarat Titans vs Gujarat Titans
1426279,Royal Challengers Bengaluru,C Green,2.0,0,12,2,6.0,7,2,0,1,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,KV Sharma,4.0,0,29,2,7.25,10,2,1,2,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,LH Ferguson,2.0,0,28,0,14.0,2,2,2,0,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,20,0,5.0,10,1,0,2,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,Swapnil Singh,3.1,0,40,2,12.63,3,1,4,0,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,WG Jacks,2.0,0,23,1,11.5,3,1,2,0,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,Yash Dayal,3.0,0,18,1,6.0,8,1,0,3,0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,Abhishek Sharma,1.0,0,10,0,10.0,0,1,0,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,B Kumar,1.0,0,14,0,14.0,1,3,0,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,JD Unadkat,4.0,0,30,3,7.5,4,2,0,2,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,M Markande,3.0,0,42,1,14.0,2,0,5,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,PJ Cummins,4.0,0,55,1,13.75,1,8,1,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,Shahbaz Ahmed,3.0,0,14,0,4.67,7,1,0,0,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,T Natarajan,4.0,0,39,2,9.75,6,3,2,1,0,Sunrisers Hyderabad vs Sunrisers Hyderabad
1426280,Kolkata Knight Riders,AD Russell,2.0,0,36,0,18.0,2,1,4,2,0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,AS Roy,2.0,0,36,0,18.0,2,5,2,0,0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,CV Varun,3.0,0,46,0,15.33,2,1,5,0,0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,Harshit Rana,4.0,0,61,0,15.25,4,3,6,1,0,Kolkata Knight Riders vs Punjab Kings
