match_id,inning,batter,runs,balls,fours,sixes,batting_position,out/not out,SR,match
1426274,Royal Challengers Bengaluru,KD Karthik,25,18,3,1,8,out,138.89,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,KV Sharma,20,7,0,3,9,out,285.71,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,LH Ferguson,1,1,0,0,10,out,100.0,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,MK Lomror,4,3,1,0,7,out,133.33,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,RM Patidar,52,23,3,5,4,out,226.09,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,SS Prabhudessai,24,18,3,0,6,out,133.33,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,V Kohli,18,7,1,2,1,out,257.14,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426274,Royal Challengers Bengaluru,WG Jacks,55,32,4,5,3,out,171.88,Royal Challengers Bengaluru vs Kolkata Knight Riders
1426275,Punjab Kings,Ashutosh Sharma,3,8,0,0,7,out,37.5,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,HV Patel,0,1,0,0,10,out,0.0,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,Harpreet Brar,29,12,4,1,9,out,241.67,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,Harpreet Singh,14,19,0,0,8,out,73.68,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,JM Sharma,13,12,0,1,4,out,108.33,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,K Rabada,1,1,0,0,11,not out,100.0,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,LS Livingstone,6,9,1,0,5,out,66.67,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,P Simran Singh,29,20,3,2,2,out,145.0,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,RR Rossouw,9,7,2,0,3,out,128.57,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,SM Curran,20,19,2,0,1,out,105.26,Punjab Kings vs Gujarat Titans
1426275,Punjab Kings,Shashank Singh,8,12,0,0,6,out,66.67,Punjab Kings vs Gujarat Titans
1426275,Gujarat Titans,Azmatullah Omarzai,13,10,0,1,5,out,130.0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,B Sai Sudharsan,31,34,3,0,3,out,91.18,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,DA Miller,4,6,0,0,4,out,66.67,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,M Shahrukh Khan,8,4,0,1,7,out,200.0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,R Tewatia,36,18,7,0,6,not out,200.0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,Rashid Khan,3,3,0,0,8,out,100.0,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,Shubman Gill,35,29,5,0,2,out,120.69,Gujarat Titans vs Punjab Kings
1426275,Gujarat Titans,WP Saha,13,11,1,0,1,out,118.18,Gujarat Titans vs Punjab Kings
1426276,Mumbai Indians,G Coetzee,0,1,0,0,9,out,0.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,HH Pandya,10,10,1,0,7,out,100.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,Ishan Kishan,0,3,0,0,3,out,0.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,JJ Bumrah,2,1,0,0,11,not out,200.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,Mohammad Nabi,23,17,2,1,5,out,135.29,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,N Wadhera,49,24,3,4,6,out,204.17,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,PP Chawla,1,1,0,0,10,not out,100.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,RG Sharma,6,5,1,0,1,out,120.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,SA Yadav,10,8,2,0,2,out,125.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,TH David,3,5,0,0,8,out,60.0,Mumbai Indians vs Rajasthan Royals
1426276,Mumbai Indians,Tilak Varma,65,45,5,3,4,out,144.44,Mumbai Indians vs Rajasthan Royals
1426276,Rajasthan Royals,JC Buttler,35,25,6,0,2,out,140.0,Rajasthan Royals vs Mumbai Indians
1426276,Rajasthan Royals,SV Samson,37,27,2,2,3,not out,137.04,Rajasthan Royals vs Mumbai Indians
1426276,Rajasthan Royals,YBK Jaiswal,104,60,9,7,1,not out,173.33,Rajasthan Royals vs Mumbai Indians
1426277,Chennai Super Kings,AM Rahane,1,3,0,0,1,out,33.33,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,DJ Mitchell,11,10,1,0,3,out,110.0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,MS Dhoni,4,1,1,0,6,not out,400.0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,RA Jadeja,16,19,2,0,4,out,84.21,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,RD Gaikwad,108,60,12,3,2,not out,180.0,Chennai Super Kings vs Lucknow Super Giants
1426277,Chennai Super Kings,S Dube,66,27,3,7,5,out,244.44,Chennai Super Kings vs Lucknow Super Giants
1426277,Lucknow Super Giants,D Padikkal,12,18,0,0,4,out,66.67,Lucknow Super Giants vs Chennai Super Kings
1426277,Lucknow Super Giants,DJ Hooda,17,6,2,1,6,not out,283.33,Lucknow Super Giants vs Chennai Super Kings
1426277,Lucknow Super Giants,KL Rahul,16,14,1,1,3,out,114.29,Lucknow Super Giants vs Chennai Super Kings
1426277,Lucknow Super Giants,MP Stoinis,116,61,11,6,2,not out,190.16,Lucknow Super Giants vs Chennai Super Kings
1426277,Lucknow Super Giants,N Pooran,34,15,3,2,5,out,226.67,Lucknow Super Giants vs Chennai Super Kings
1426277,Lucknow Super Giants,Q de Kock,0,3,0,0,1,out,0.0,Lucknow Super Giants vs Chennai Super Kings
1426278,Delhi Capitals,AR Patel,66,43,5,4,3,out,153.49,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,J Fraser-McGurk,23,14,2,2,2,out,164.29,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,PP Shaw,11,7,2,0,1,out,157.14,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,RR Pant,88,43,5,8,5,not out,204.65,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,SD Hope,5,6,1,0,4,out,83.33,Delhi Capitals vs Gujarat Titans
1426278,Delhi Capitals,T Stubbs,26,7,3,2,6,not out,371.43,Delhi Capitals vs Gujarat Titans
1426278,Gujarat Titans,Azmatullah Omarzai,1,2,0,0,4,out,50.0,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,B Sai Sudharsan,65,39,7,2,3,out,166.67,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,DA Miller,55,23,6,3,5,out,239.13,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,M Shahrukh Khan,8,5,0,1,6,out,160.0,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,R Sai Kishore,13,6,0,2,9,out,216.67,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,R Tewatia,4,5,0,0,7,out,80.0,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,Rashid Khan,21,10,3,1,8,not out,210.0,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,Shubman Gill,6,5,1,0,2,out,120.0,Gujarat Titans vs Delhi Capitals
1426278,Gujarat Titans,WP Saha,39,25,5,1,1,out,156.0,Gujarat Titans vs Delhi Capitals
1426279,Royal Challengers Bengaluru,C Green,37,20,5,0,5,not out,185.0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,F du Plessis,25,12,3,1,2,out,208.33,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,KD Karthik,11,6,2,0,7,out,183.33,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,MK Lomror,7,4,1,0,6,out,175.0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,RM Patidar,50,20,2,5,4,out,250.0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,Swapnil Singh,12,6,1,1,8,out,200.0,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,V Kohli,51,43,4,1,1,out,118.6,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Royal Challengers Bengaluru,WG Jacks,6,9,0,0,3,out,66.67,Royal Challengers Bengaluru vs Sunrisers Hyderabad
1426279,Sunrisers Hyderabad,AK Markram,7,8,1,0,3,out,87.5,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,Abdul Samad,10,6,0,1,7,out,166.67,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,Abhishek Sharma,31,13,3,2,1,out,238.46,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,B Kumar,13,13,3,0,9,out,100.0,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,H Klaasen,6,2,0,1,5,out,300.0,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,JD Unadkat,8,10,1,0,10,not out,80.0,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,Nithish Kumar Reddy,13,13,0,1,4,out,100.0,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,PJ Cummins,31,15,1,3,8,out,206.67,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,Shahbaz Ahmed,40,37,1,1,6,not out,108.11,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426279,Sunrisers Hyderabad,TM Head,1,3,0,0,2,out,33.33,Sunrisers Hyderabad vs Royal Challengers Bengaluru
1426280,Kolkata Knight Riders,AD Russell,24,12,2,2,4,out,200.0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,PD Salt,75,36,6,6,1,out,208.33,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,RK Singh,5,4,1,0,6,out,125.0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,Ramandeep Singh,6,3,0,1,7,not out,200.0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,SP Narine,71,32,9,4,2,out,221.88,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,SS Iyer,28,10,1,3,5,out,280.0,Kolkata Knight Riders vs Punjab Kings
1426280,Kolkata Knight Riders,VR Iyer,39,23,3,2,3,out,169.57,Kolkata Knight Riders vs Punjab Kings
1426280,Punjab Kings,JM Bairstow,108,48,8,9,2,not out,225.0,Punjab Kings vs Kolkata Knight Riders
1426280,Punjab Kings,P Simran Singh,54,20,4,5,1,out,270.0,Punjab Kings vs Kolkata Knight Riders
1426280,Punjab Kings,RR Rossouw,26,16,1,2,3,out,162.5,Punjab Kings vs Kolkata Knight Riders
1426280,Punjab Kings,Shashank Singh,68,28,2,8,4,not out,242.86,Punjab Kings vs Kolkata Knight Riders
1426281,Delhi Capitals,AR Patel,11,6,0,1,6,not out,183.33,Delhi Capitals vs Mumbai Indians
1426281,Delhi Capitals,Abishek Porel,36,27,3,1,2,out,133.33,Delhi Capitals vs Mumbai Indians
1426281,Delhi Capitals,J Fraser-McGurk,78,26,11,5,1,out,300.0,Delhi Capitals vs Mumbai Indians
1426281,Delhi Capitals,RR Pant,29,19,2,2,4,out,152.63,Delhi Capitals vs Mumbai Indians
1426281,Delhi Capitals,SD Hope,41,17,0,5,3,out,241.18,Delhi Capitals vs Mumbai Indians
1426281,Delhi Capitals,T Stubbs,48,25,6,2,5,not out,192.0,Delhi Capitals vs Mumbai Indians
1426281,Mumbai Indians,HH Pandya,46,24,4,3,5,out,191.67,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,Ishan Kishan,20,14,4,0,1,out,142.86,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,L Wood,9,3,0,1,10,not out,300.0,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,Mohammad Nabi,7,4,0,1,8,out,175.0,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,N Wadhera,4,2,1,0,6,out,200.0,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,PP Chawla,10,4,1,1,9,out,250.0,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,RG Sharma,8,7,1,0,2,out,114.29,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,SA Yadav,26,13,3,2,3,out,200.0,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,TH David,37,17,2,3,7,out,217.65,Mumbai Indians vs Delhi Capitals
1426281,Mumbai Indians,Tilak Varma,63,32,4,4,4,out,196.88,Mumbai Indians vs Delhi Capitals
1426282,Lucknow Super Giants,A Badoni,18,13,1,0,6,not out,138.46,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,DJ Hooda,50,31,7,0,4,out,161.29,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,KH Pandya,15,11,1,0,7,not out,136.36,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,KL Rahul,70,47,8,1,3,out,148.94,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,MP Stoinis,0,4,0,0,2,out,0.0,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,N Pooran,11,11,1,0,5,out,100.0,Lucknow Super Giants vs Rajasthan Royals
1426282,Lucknow Super Giants,Q de Kock,8,3,2,0,1,out,266.67,Lucknow Super Giants vs Rajasthan Royals
1426282,Rajasthan Royals,Dhruv Jurel,52,34,5,2,5,not out,152.94,Rajasthan Royals vs Lucknow Super Giants
1426282,Rajasthan Royals,JC Buttler,34,18,4,1,2,out,188.89,Rajasthan Royals vs Lucknow Super Giants
1426282,Rajasthan Royals,R Parag,14,11,0,1,4,out,127.27,Rajasthan Royals vs Lucknow Super Giants
1426282,Rajasthan Royals,SV Samson,71,33,7,4,3,not out,215.15,Rajasthan Royals vs Lucknow Super Giants
1426282,Rajasthan Royals,YBK Jaiswal,24,18,3,1,1,out,133.33,Rajasthan Royals vs Lucknow Super Giants
1426283,Gujarat Titans,B Sai Sudharsan,83,48,8,4,3,not out,172.92,Gujarat Titans vs Royal Challengers Bengaluru
1426283,Gujarat Titans,DA Miller,26,19,2,1,5,not out,136.84,Gujarat Titans vs Royal Challengers Bengaluru
1426283,Gujarat Titans,M Shahrukh Khan,58,30,3,5,4,out,193.33,Gujarat Titans vs Royal Challengers Bengaluru
1426283,Gujarat Titans,Shubman Gill,16,19,1,0,2,out,84.21,Gujarat Titans vs Royal Challengers Bengaluru
1426283,Gujarat Titans,WP Saha,5,4,1,0,1,out,125.0,Gujarat Titans vs Royal Challengers Bengaluru
1426283,Royal Challengers Bengaluru,F du Plessis,24,12,1,3,2,out,200.0,Royal Challengers Bengaluru vs Gujarat Titans
1426283,Royal Challengers Bengaluru,V Kohli,70,44,6,3,1,not out,159.09,Royal Challengers Bengaluru vs Gujarat Titans
1426283,Royal Challengers Bengaluru,WG Jacks,94,40,5,9,3,not out,235.0,Royal Challengers Bengaluru vs Gujarat Titans
1426284,Chennai Super Kings,AM Rahane,9,12,1,0,1,out,75.0,Chennai Super Kings vs Sunrisers Hyderabad
1426284,Chennai Super Kings,DJ Mitchell,52,32,7,1,3,out,162.5,Chennai Super Kings vs Sunrisers Hyderabad
1426284,Chennai Super Kings,MS Dhoni,5,2,1,0,5,not out,250.0,Chennai Super Kings vs Sunrisers Hyderabad
1426284,Chennai Super Kings,RD Gaikwad,98,54,10,3,2,out,181.48,Chennai Super Kings vs Sunrisers Hyderabad
1426284,Chennai Super Kings,S Dube,39,20,1,4,4,not out,195.0,Chennai Super Kings vs Sunrisers Hyderabad
1426284,Sunrisers Hyderabad,AK Markram,32,25,4,0,4,out,128.0,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,Abdul Samad,19,18,1,1,7,out,105.56,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,Abhishek Sharma,15,9,1,1,2,out,166.67,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,Anmolpreet Singh,0,1,0,0,3,out,0.0,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,B Kumar,4,3,0,0,10,not out,133.33,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,H Klaasen,20,21,0,1,6,out,95.24,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,JD Unadkat,1,2,0,0,11,out,50.0,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,Nithish Kumar Reddy,15,15,0,0,5,out,100.0,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,PJ Cummins,5,7,1,0,9,out,71.43,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,Shahbaz Ahmed,7,5,1,0,8,out,140.0,Sunrisers Hyderabad vs Chennai Super Kings
1426284,Sunrisers Hyderabad,TM Head,13,7,1,1,1,out,185.71,Sunrisers Hyderabad vs Chennai Super Kings
1426285,Delhi Capitals,AR Patel,15,21,2,0,6,out,71.43,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,Abishek Porel,18,15,2,1,3,out,120.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,J Fraser-McGurk,12,6,1,1,2,out,200.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,Kuldeep Yadav,35,26,5,1,9,not out,134.62,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,Kumar Kushagra,1,3,0,0,8,out,33.33,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,LB Williams,1,2,0,0,11,not out,50.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,PP Shaw,13,7,3,0,1,out,185.71,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,RR Pant,27,20,2,1,5,out,135.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,Rasikh Salam,8,10,1,0,10,out,80.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,SD Hope,6,3,0,1,4,out,200.0,Delhi Capitals vs Kolkata Knight Riders
1426285,Delhi Capitals,T Stubbs,4,7,0,0,7,out,57.14,Delhi Capitals vs Kolkata Knight Riders
1426285,Kolkata Knight Riders,PD Salt,68,33,7,5,1,out,206.06,Kolkata Knight Riders vs Delhi Capitals
1426285,Kolkata Knight Riders,RK Singh,11,11,1,0,3,out,100.0,Kolkata Knight Riders vs Delhi Capitals
1426285,Kolkata Knight Riders,SP Narine,15,10,3,0,2,out,150.0,Kolkata Knight Riders vs Delhi Capitals
1426285,Kolkata Knight Riders,SS Iyer,33,23,3,1,4,not out,143.48,Kolkata Knight Riders vs Delhi Capitals
1426285,Kolkata Knight Riders,VR Iyer,26,23,2,1,5,not out,113.04,Kolkata Knight Riders vs Delhi Capitals
1426286,Mumbai Indians,G Coetzee,1,2,0,0,9,not out,50.0,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,HH Pandya,0,1,0,0,5,out,0.0,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,Ishan Kishan,31,35,3,0,1,out,88.57,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,Mohammad Nabi,1,2,0,0,8,out,50.0,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,N Wadhera,46,41,4,2,6,out,112.2,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,RG Sharma,4,5,1,0,2,out,80.0,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,SA Yadav,10,6,0,1,3,out,166.67,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,TH David,34,17,3,1,7,not out,200.0,Mumbai Indians vs Lucknow Super Giants
1426286,Mumbai Indians,Tilak Varma,7,11,1,0,4,out,63.64,Mumbai Indians vs Lucknow Super Giants
1426286,Lucknow Super Giants,A Badoni,6,6,1,0,7,out,100.0,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,AA Kulkarni,0,1,0,0,2,out,0.0,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,AJ Turner,5,9,0,0,6,out,55.56,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,DJ Hooda,18,18,2,0,4,out,100.0,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,KH Pandya,1,1,0,0,8,not out,100.0,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,KL Rahul,28,22,3,1,1,out,127.27,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,MP Stoinis,62,45,7,2,3,out,137.78,Lucknow Super Giants vs Mumbai Indians
1426286,Lucknow Super Giants,N Pooran,14,14,1,0,5,not out,100.0,Lucknow Super Giants vs Mumbai Indians
1426287,Chennai Super Kings,AM Rahane,29,24,5,0,1,out,120.83,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,DJ Mitchell,1,1,0,0,8,not out,100.0,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,MM Ali,15,9,1,1,6,out,166.67,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,MS Dhoni,14,11,1,1,7,out,127.27,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,RA Jadeja,2,4,0,0,4,out,50.0,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,RD Gaikwad,58,47,4,2,2,out,123.4,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,S Dube,0,1,0,0,3,out,0.0,Chennai Super Kings vs Punjab Kings
1426287,Chennai Super Kings,Sameer Rizvi,21,23,1,0,5,out,91.3,Chennai Super Kings vs Punjab Kings
1426287,Punjab Kings,JM Bairstow,46,30,7,1,2,out,153.33,Punjab Kings vs Chennai Super Kings
1426287,Punjab Kings,P Simran Singh,13,10,1,1,1,out,130.0,Punjab Kings vs Chennai Super Kings
1426287,Punjab Kings,RR Rossouw,43,23,5,2,3,out,186.96,Punjab Kings vs Chennai Super Kings
1426287,Punjab Kings,SM Curran,22,18,2,0,5,not out,122.22,Punjab Kings vs Chennai Super Kings
1426287,Punjab Kings,Shashank Singh,25,26,1,1,4,not out,96.15,Punjab Kings vs Chennai Super Kings
1426288,Sunrisers Hyderabad,Abhishek Sharma,12,10,0,1,2,out,120.0,Sunrisers Hyderabad vs Rajasthan Royals
1426288,Sunrisers Hyderabad,Anmolpreet Singh,5,5,1,0,3,out,100.0,Sunrisers Hyderabad vs Rajasthan Royals
1426288,Sunrisers Hyderabad,H Klaasen,42,19,3,3,5,not out,221.05,Sunrisers Hyderabad vs Rajasthan Royals
1426288,Sunrisers Hyderabad,Nithish Kumar Reddy,76,42,3,8,4,not out,180.95,Sunrisers Hyderabad vs Rajasthan Royals
1426288,Sunrisers Hyderabad,TM Head,58,44,6,3,1,out,131.82,Sunrisers Hyderabad vs Rajasthan Royals
1426288,Rajasthan Royals,Dhruv Jurel,1,3,0,0,7,out,33.33,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,JC Buttler,0,1,0,0,2,out,0.0,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,R Ashwin,2,2,0,0,8,not out,100.0,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,R Parag,77,48,8,4,4,out,160.42,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,R Powell,27,15,3,1,6,out,180.0,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,SO Hetmyer,13,9,1,1,5,out,144.44,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,SV Samson,0,3,0,0,3,out,0.0,Rajasthan Royals vs Sunrisers Hyderabad
1426288,Rajasthan Royals,YBK Jaiswal,66,39,7,2,1,out,169.23,Rajasthan Royals vs Sunrisers Hyderabad
1426289,Kolkata Knight Riders,A Raghuvanshi,13,6,0,2,3,out,216.67,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,AD Russell,7,2,0,1,8,out,350.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,MA Starc,0,2,0,0,10,out,0.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,MK Pandey,42,30,2,2,7,out,140.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,PD Salt,5,3,1,0,1,out,166.67,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,RK Singh,9,8,2,0,6,out,112.5,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,Ramandeep Singh,2,4,0,0,9,out,50.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,SP Narine,8,8,0,1,2,out,100.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,SS Iyer,6,4,1,0,4,out,150.0,Kolkata Knight Riders vs Mumbai Indians
1426289,Kolkata Knight Riders,VR Iyer,70,52,6,3,5,out,134.62,Kolkata Knight Riders vs Mumbai Indians
1426289,Mumbai Indians,G Coetzee,8,7,0,1,9,out,114.29,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,HH Pandya,1,3,0,0,7,out,33.33,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,Ishan Kishan,13,7,1,1,1,out,185.71,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,JJ Bumrah,1,1,0,0,11,not out,100.0,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,N Wadhera,6,11,1,0,6,out,54.55,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,Naman Dhir,11,11,2,0,3,out,100.0,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,PP Chawla,0,1,0,0,10,out,0.0,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,RG Sharma,11,12,0,1,2,out,91.67,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,SA Yadav,56,34,6,2,4,out,164.71,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,TH David,24,20,1,1,8,out,120.0,Mumbai Indians vs Kolkata Knight Riders
1426289,Mumbai Indians,Tilak Varma,4,6,0,0,5,out,66.67,Mumbai Indians vs Kolkata Knight Riders
1426290,Gujarat Titans,B Sai Sudharsan,6,14,0,0,3,out,42.86,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,DA Miller,30,20,3,2,5,out,150.0,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,M Shahrukh Khan,37,24,5,1,4,out,154.17,Gujarat Titans vs Royal Challengers Bengaluru
